tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent,notes
2451538,702499,True,2017-11-15 02:34:40+00:00,@VerizonSupport I cancelled my contract a month ago when I moved; why am I still being billed? Why do I have an appt for installation? Why did your agent hang up on me?,2451536,,,
48844,121622,True,2017-11-01 17:31:13+00:00,@VerizonSupport My Verizon,48846,48843.0,,
1496336,465130,True,2017-10-16 22:23:36+00:00,"@115722 502 and up , 90%",1496335,1496337.0,,
2200364,643519,True,2017-11-09 20:46:37+00:00,"@VerizonSupport I'm just trying to check the avalibilty of fios in my location, but then I get put on hold for what seemed like an eternity.",2200363,,,
1563275,482770,True,2017-10-17 04:49:22+00:00,Yo @115722 how dare you take @117310 Off of the air?!?! My mom watches that channel you haters 😒😒😒,1563274,,,
707161,289059,True,2017-10-10 20:19:16+00:00,@VerizonSupport You seem unconcerned that I've experienced a series of bad or nonexistent customer support. I want someone in charge to know about this.,707162,707160.0,,
2590460,733736,True,2017-10-30 19:39:11+00:00,"@VerizonSupport how do I disable device health check, I don't want this to ever run on my device again","2590461,2590462,2590463,2590458",,,
436026,218568,True,2017-10-10 17:03:56+00:00,@VerizonSupport ...10 all-time dumbest customer service moves I've ever seen. Mind-boggling!,436029,436025.0,,
1212902,404695,True,2017-10-25 12:49:59+00:00,@VerizonSupport I got my Pixel 2 XL activated yesterday and I can't hear callers unless I have it on speaker phone.  What's up with that?,"1212900,1212903",,,
2327101,673940,True,2017-11-13 02:01:46+00:00,"@115722
I need some assistance installing a new router",2327100,,,
2550523,724605,True,2017-10-30 14:44:28+00:00,@VerizonSupport when is my X actually due to deliver? Your app says today but FedEx says the 3rd...,2550521,,,
1348606,434494,True,2017-10-27 17:14:48+00:00,@VerizonSupport when will you be finally bringing Fios to upstate New York? Particularly the Rochester area.,1348605,,,
272605,181085,True,2017-10-06 03:42:27+00:00,"@VerizonSupport my 4G LTE has been useless the past week (same with my parents, sister, and brother in law. not on same plan either)",272607,272604.0,,
1351268,201856,True,2017-10-16 14:11:14+00:00,@VerizonSupport Living room tv,1351270,1351267.0,,
1271825,417731,True,2017-10-26 14:32:52+00:00,"@115725 Make one with external storage &amp; removable battery and Im in.
I don't even care about the headphone jack",1271824,1271826.0,,
1255282,414339,True,2017-11-09 18:09:01+00:00,@VerizonSupport Yes but I️ lost money because I️ had to take the whole day off. I️ would like the install to be covered,1255281,1255283.0,,
2195880,642463,True,2017-11-09 23:44:00+00:00,@VerizonSupport Wait so you guys have this in the atlanta/dunwoody Ga area? If so I’m willing to switch after doing some research to this,2195878,2195881.0,,
2914197,806706,True,2017-11-28 22:38:12+00:00,@VerizonSupport hey is there any way to contact a specific store to check if somethings in stock? every call is redirected to an automated system.,2914196,,,
1692256,513632,True,2017-11-06 18:30:07+00:00,@VerizonSupport That worked! Thank you!,1692257,1692255.0,,
1621546,496868,True,2017-11-05 16:33:40+00:00,"@VerizonSupport Doesn't matter, either way, speeds are trash.",1621545,1621547.0,,
1215841,405300,True,2017-10-15 23:44:21+00:00,@VerizonSupport Your internet goes out at least twice a week,1215843,1215840.0,,
820882,315530,True,2017-10-12 22:41:19+00:00,@VerizonSupport The only way to truly help is to find a phone that has vanished. We traded it in at a store they were supposed to send it in. But yet to one can find the tracking number. So we were told we just had to pay....,820884,820881.0,,
344794,126792,True,2017-10-08 01:52:05+00:00,@115722 my dvr FINALLY works outside of home ... 3 months later,344792,,,
1364462,120007,True,2017-10-27 21:05:04+00:00,@VerizonSupport Yep. I believe we have 75/75.,1364464,1364461.0,,
2183379,423138,True,2017-10-29 04:28:40+00:00,"@VerizonSupport Hey guys, who can I contact about sponsoring a startup?",2183377,,,
1894525,564734,True,2017-11-08 03:46:30+00:00,@115955 internet sucks absolute donkey dick. Paying $70 a month and can’t even use WiFi on my phone. Wish I️ knew if Fios was around me,"1894524,1894526",,,
1852215,554332,True,2017-10-30 01:15:54+00:00,@VerizonSupport Fixed the problem. Thank you!,2495676,1852213.0,,
1179377,396822,True,2017-10-24 21:51:47+00:00,@VerizonSupport yes thats fine. This is an issue that seems to be affecting the east coast. I have talked to many ppl who are having the same issue,1179378,1179376.0,,
1927315,573579,True,2017-10-29 01:42:01+00:00,"@VerizonSupport Yes.  Rented the movie an hour and a half ago, and have only actually made it through 55 mins of actual movie time",1927313,1927317.0,,
2092682,618406,True,2017-10-19 13:39:12+00:00,"@VerizonSupport And for 2, I think it’s BS that instead of taking money out of MY BANK ACCOUNT LIKE THE INFO I ENTERED, it somehow comes out of my dads bank",2092685,2092681.0,,
2979030,821612,True,2017-11-30 03:36:53+00:00,.@115722 my internet is so slow. The speed test doesn’t even work. https://t.co/3ghlRGI5BC,2979029,,,
2694546,757280,True,2017-11-19 17:44:46+00:00,@560536 @ATT If you can't do @117830 think about @115722 for TV and internet. Fast as fecking 'ell!,2694544,2694547.0,,
1797001,202995,True,2017-10-18 00:51:03+00:00,@VerizonSupport Yep.  Had the pleasure of Omedia 'fixing' our account.  We now owe you $95/month instead of $45/month with NO additional services added.,1797003,1797000.0,,
188247,160171,True,2017-10-04 01:56:53+00:00,@VerizonSupport Yes,188246,188248.0,,
2515385,716573,True,2017-11-15 22:54:34+00:00,@VerizonSupport need help with final bill please,2515384,,,
1430217,452153,True,2017-11-02 07:25:20+00:00,@VerizonSupport I was 4mins in  episode 9 of @16202 and you hit me with the maintenance 😭,1430216,,,
803682,311533,True,2017-10-12 16:59:14+00:00,@VerizonSupport Residential,803685,803681.0,,
2504178,425928,True,2017-11-20 13:49:27+00:00,@115722 I have to send back equipment but there was no return label in the box.  Do I need to call or can you help? Thanks!,2504177,,,
2648684,747197,True,2017-11-19 06:30:49+00:00,@VerizonSupport Ok,2648683,2648685.0,,
1618688,496264,True,2017-11-05 14:58:08+00:00,@VerizonSupport 10018 and 11223 most of my time. Service has been So slow for months!,1618690,1618687.0,,
2562551,727207,True,2017-11-26 20:16:13+00:00,@VerizonSupport Both,2562550,2562552.0,,
1488332,465714,True,2017-10-16 21:54:33+00:00,@VerizonSupport my husband is Volunteer firefighter fighting Tubbs Fire 94515 is not a zip code you want to help,1488331,,,
1566519,483530,True,2017-11-04 15:29:12+00:00,@VerizonSupport @115722 VZFios: Have billing issues due to deal representations made by CSR that ARE NOT shown in bill. Can U help?TY!,1566518,,,
1097303,240673,True,2017-10-24 00:32:46+00:00,@VerizonSupport Red for Internet and white for wireless,1097304,1097301.0,,
1344183,433481,True,2017-10-27 16:23:20+00:00,@VerizonSupport hey there! I need your help . Check dm please. ☺️,1344181,,,
616051,266205,True,2017-10-11 03:01:13+00:00,@VerizonSupport No Verizon Residential Online Chat for the Contact us campaign,723459,616050.0,,
2711220,209630,True,2017-11-20 02:20:55+00:00,@VerizonSupport Imac 27” brand new a couple months ago its the router or signal as that sucks as well,"2711221,2711222,2711212",2711223.0,,
512719,237931,True,2017-12-01 23:07:43+00:00,Spent a thousand on my self and I still ain't pay my phone bill @VerizonSupport I need an extension,512718,,,
2455015,703267,True,2017-11-15 03:21:55+00:00,Still no @117310 on @115722 ? Time to change provider.,2455014,,,
311239,190328,True,2017-10-07 02:47:39+00:00,@115722 I can download from their West Africa server at regular speed.  Looks like all of their US servers are screwed up.,311237,311240.0,,
187969,160109,True,2017-10-04 14:10:02+00:00,@115722 I've tried for a week to return my equipment to you. Can someone please email me a packaging slip?,187967,,,
1506925,469743,True,2017-11-03 17:39:40+00:00,@VerizonSupport Three service reps have lied to me for the past 2 days,1506927,1506924.0,,
2592867,734293,True,2017-11-17 02:14:51+00:00,"It’s very frustrating when you get told right off the bat that transferring the dsl wireless internet was going to be easy but come to find out that they were just joking. After talking to so many people in 4 different departments still don’t have Internet.

#frustrated @115725",2592866,,,
2452735,702743,True,2017-10-29 18:06:25+00:00,Trying to help my elderly neighbor not get extorted by @115725 but it's not going well...$2 per minute for landline long distance - insane!,2452734,,,
2836537,789509,True,2017-11-27 14:52:36+00:00,Got charged for a rental that I can’t watch @VerizonSupport https://t.co/hPGhnlKyly,2836536,,,
822522,200590,True,2017-10-12 23:17:53+00:00,@VerizonSupport no just when the extender is connected to the devices,822523,822521.0,,
1518667,472248,True,2017-10-17 00:16:38+00:00,@115722 WHY IS FS1 THE ONLY CHANNEL NOT AVAILABLE RIGHT NOW??? DONT YOU KNOW I HAVE A BABY AND CANT GO TO A BAR FOR THE YANKEES???,1518666,,,
1940354,577122,True,2017-10-29 21:05:22+00:00,@VerizonSupport Never use cable so honestly not sure,1940350,1940364.0,,
1309389,425988,True,2017-10-27 04:37:47+00:00,@VerizonSupport We just recently got Fios at our second home...this isn’t what we signed up for. NOT HAPPY,1309387,1309390.0,,
1152178,391145,True,2017-10-24 16:52:20+00:00,@VerizonSupport Nope. Not working either.,1152177,1152179.0,,
2715465,762254,True,2017-11-20 05:22:45+00:00,"@VerizonSupport Excuse me? I’m supposed to fix everything and then pay you? Do your job @115722 check your logs, I’ve spent hours trying to get mediocre internet to work",2715463,2715467.0,,
331841,195026,True,2017-10-07 18:38:11+00:00,@VerizonSupport how important is the new update? I looked at what gets updated and I don't use those things.,331839,,,
2887545,172603,True,2017-11-28 12:37:29+00:00,@800727 @115722 @VerizonSupport No coverage here,2887544,2887546.0,,
436682,218708,True,2017-10-10 16:59:01+00:00,@VerizonSupport  second time in a week I’m without Home Phone and dsl service. Earliest service appointment is Friday?!?,436681,,,
1181330,397820,True,2017-10-24 22:04:57+00:00,Definitely do not recommend @115725 to anyone. Worst company ever.,1181329,,,
2947233,814019,True,2017-11-29 15:32:44+00:00,Thank you @verizonSupport for your outstanding service and resolving my promo issue.  After months of talking to people on the phones you solved the issue with lightening speed.  Thanks again!,2947232,,,
1747111,526693,True,2017-10-17 20:13:11+00:00,@VerizonSupport I have a serious gripe about my bill. Is there a direct # I can contact someone. This isn't fair,1747108,,,
201074,163472,True,2017-10-04 05:25:16+00:00,"@VerizonSupport Everytime I click sign in, I only get please wait and it keeps refreshing itself. I've signed in before on this phone and have had np",201076,201073.0,,
201116,163475,True,2017-10-04 05:58:30+00:00,@VerizonSupport @158221 Please get Fibre Optic to all areas of PA as FAST as you can!,201117,179049.0,,
774029,304906,True,2017-10-12 01:37:12+00:00,@VerizonSupport I did... It's not going above 100Mbps,774027,774030.0,,
1539115,476911,True,2017-11-04 01:36:02+00:00,@VerizonSupport Yes. And honestly they are all fairly misleading as NONE appear to include the equip rentals etc. So by time it's over price is sig higher..,1539117,1539113.0,,
164401,154090,True,2017-11-24 19:21:38+00:00,Going to small courts against @VerizonSupport!,164400,,,
795405,309643,True,2017-10-12 14:23:52+00:00,@VerizonSupport Don't worrie just need a day I won't be super busy in the process of moving,795407,795404.0,,
1028784,363424,True,2017-10-23 03:26:08+00:00,My service has been real shitty. Ima need @115725 to get it together!,1028783,,,
125626,144168,True,2017-11-25 21:17:53+00:00,"@VerizonSupport No, after i hold the front button it was red last night tho",125627,125625.0,,
1194406,400651,True,2017-10-25 01:52:57+00:00,@VerizonSupport Ok. It seemed like the outlet didn't work. But we replugged in the battery box and now the OK light is on. I've rest the router to test it.,1194407,1194405.0,,
1844108,552504,True,2017-10-18 11:07:04+00:00,@117310 @115722 wth!!! Fix your contract dispute or lower my bill...if not I'm switching to Comcast,1844105,,,
2141465,629702,True,2017-11-08 21:33:14+00:00,"Upgraded my @115722 internet to the 5G which has rendered all of my home automation ( #Googletv, #LGTV , #ChromeCast ) completely useless. I'm so mad I can't cast anything or watch anything unless it's through #FiOS now 😭😭😭",2141464,,,
391941,208807,True,2017-10-09 16:59:02+00:00,@VerizonSupport nah...just paying for starz...not used to such a high bill. 😨,391943,391940.0,,
1788890,537368,True,2017-10-18 00:27:46+00:00,@VerizonSupport WHY ARE THE CHANNELS ALL SCREWED UP. I AM MISSING @172324 RIGHT NOW!!!!!!!,1788889,,,
387409,207703,True,2017-10-09 13:37:07+00:00,@VerizonSupport wireless,387408,387410.0,,
673497,280633,True,2017-11-23 09:32:24+00:00,"@VerizonSupport I'm about to call @VerizonSupport in the AM &amp; switch. I like @Ask_Spectrum,but this is ridiculous","673494,673499",673500.0,,
2869091,796748,True,2017-11-28 01:23:57+00:00,@VerizonSupport need to speak with someone in regards to my service!,2869090,2869092.0,,
326078,193686,True,2017-10-07 16:06:54+00:00,@VerizonSupport The FAIL light blinked,326081,326077.0,,
2559670,683455,True,2017-11-16 17:14:39+00:00,@VerizonSupport I hate this!,2559668,2559671.0,,
1552413,480340,True,2017-11-04 14:16:43+00:00,"@VerizonSupport Websites, even twitter, are taking forever to load as well. It's like everything crawls and then just forgets what it's doing and stops.",1552416,1552411.0,,
875600,327894,True,2017-10-13 16:07:57+00:00,.@VerizonSupport and there goes my Internet again. Cable is working. Why does this happen all the time? #fiosfail #timeforachange?,875599,,,
252788,176073,True,2017-09-25 20:41:34+00:00,@115900 how do I stop getting weekly junk mail from you without making formal @136958 / MD A.G. complaint? Happy @115722.,252787,,,
552894,134243,True,2017-12-02 18:01:32+00:00,"@VerizonSupport been on hold over 40 minutes and have never talked to you yet. Online can't be reached try again later messages, stb sorry call support, tried getting a call back...sorry not available...Why do I pay you 200 a month for NO service?",552893,,,
1695802,327332,True,2017-11-06 18:28:52+00:00,"@115722 I record on my DVR and it goes to my roomie's set top, and vice versa. Ideas?",1695801,,,
665124,278523,True,2017-10-10 18:24:08+00:00,What channel is the station @13906 on @115722 ? I need to escape the real world for a bit #cartoons,665122,,,
376473,205307,True,2017-10-09 02:48:00+00:00,"@VerizonSupport, I'm getting this message in my browser when authenticating: ""To watch videos, you will need to subscribe to FiOS TV."" Help.",376471,,,
410311,208812,True,2017-10-09 23:32:59+00:00,@115725 Yes the globe is red,410310,410312.0,,
603791,263495,True,2017-12-03 22:28:08+00:00,@VerizonSupport Nice response time!,603790,603792.0,,
1572725,484807,True,2017-11-04 13:46:44+00:00,@115722 I pay for gigabit speeds. This is unacceptable #NetNeutrality https://t.co/T6o9zQMdt5,1572723,,,
1100665,379687,True,2017-10-23 22:57:17+00:00,"@VerizonSupport Yes, also quoted substantially more than what I pay now. It’s not that hard, I just want to move SAME services and my bill does NOT go up",1100668,1100663.0,,
336877,185054,True,2017-10-07 21:39:29+00:00,@VerizonSupport Phone internet tv. out of work and loosing revenue. 24 hours is unacceptable Was told it’s being worked on but no one is at the fiber break.,336875,336885.0,,
2255113,656842,True,2017-10-19 17:35:46+00:00,@115990 any idea how long My Verizon is going to be down?,2255111,,,
2257262,653977,True,2017-11-11 00:24:53+00:00,@VerizonSupport I want to call up and get xfinity but my verizon phone isn't working.,2257260,,,
907893,180130,True,2017-10-21 02:18:35+00:00,@VerizonSupport No just one  new room I am setting up  in,907890,907894.0,,
706598,288927,True,2017-10-10 19:43:28+00:00,"@VerizonSupport I didn't, although I received a call 5 minutes ago from New York, and he confirmed that he dialed that number.",706600,706597.0,,
1018710,361042,True,2017-10-22 21:55:35+00:00,@VerizonSupport All other channels are fine. Just one bad channel,1018708,1018713.0,,
2858487,794383,True,2017-11-27 21:50:13+00:00,"@115722 your automated system is so insanly annoying that instead of changing my bundle, I am canceling cable alltogether, that is if anyone ever calls me back . Ffs #Netflix",2858485,,,
2973091,819976,True,2017-11-30 01:40:36+00:00,@VerizonSupport We have tried all the basic troubleshooting multiple times. Nothing works. Verizon said they are aware of the problem and that it will be restored within 2 days. This is week 4 and the problem is not fixed,2973089,2973093.0,,
1739488,524962,True,2017-11-07 16:32:58+00:00,"@VerizonSupport I'm at work right now so I'm not at my apartment. Would the battery backup be for the whole building? If so, I can't access it.","1739486,1739489",1739490.0,,
1777786,534169,True,2017-11-08 00:44:19+00:00,"@VerizonSupport yes, the outlet is fine. after the ONT powers up the red ""fail"" light stays on",1777787,1777785.0,,
2608406,580627,True,2017-10-30 21:53:56+00:00,@115722 tried to setup service but your agent says my house doesn’t exist. Houses on 3 sides of mine have FIOS. Please help.,2608405,,,
1531085,448691,True,2017-11-03 20:05:53+00:00,"@VerizonSupport Looks like there’s a 4.99 monthly charge to be unlisted - don’t need that. Also, I am sure HBO was on my summary yesterday but isn’t...",1531086,1531084.0,,
2899210,803195,True,2017-11-28 16:36:34+00:00,Longer than expected wait for support. All too familiar message @VerizonSupport @115725 Who else can relate? https://t.co/4VSInBb4lZ,2899209,,,
1196154,401052,True,2017-10-25 01:58:32+00:00,"@118797 @VerizonSupport gonna get Verizon in on this too, since everyone effected seems to be using Fios as their internet plans",1196152,1196157.0,,
765947,303048,True,2017-10-11 22:12:44+00:00,@VerizonSupport I can't watch it bc Verizon sucks,765948,765946.0,,
1289484,173256,True,2017-10-26 21:02:32+00:00,@188645 @115722 So we have to suffer because they’re arguing,1293427,1287980.0,,
1468875,460941,True,2017-11-03 00:26:37+00:00,"@VerizonSupport no, only delays on specific paths to sites/services on public.  I won't be the only person affected for sure.",1468876,1468874.0,,
1144337,389347,True,2017-10-15 16:16:22+00:00,@VerizonSupport Why is my LTE slow even when I have 4 bars. I have unlimited data and just got the iPhone 8 and it was fine the first week.,"1144336,1144338",,,
1771048,532386,True,2017-11-08 01:32:04+00:00,@115725 You got it. I just messaged you. Thanks!,1771047,1771049.0,,
778691,305962,True,2017-10-12 04:39:41+00:00,@VerizonSupport Also the LAN and WAN light are lit.,778694,778687.0,,
544717,208183,True,2017-12-02 17:04:34+00:00,@VerizonSupport All tv’s all channels,544719,544716.0,,
1540275,477380,True,2017-11-04 01:37:32+00:00,@VerizonSupport I feel like this needs to be reported to the fcc. I feel violated. I gave my zip code and address that should be enough,1548464,1540273.0,,
1242058,411349,True,2017-10-30 23:48:23+00:00,@VerizonSupport Wired ethernet directly to the ONT.,1242059,1242057.0,,
1640604,501564,True,2017-11-05 23:32:18+00:00,@VerizonSupport The main box / ONT replaced 3 times. All splitters replaced. This is not a problem on site / in my home. It is very intermittent and clearly,"1640603,1640605",1640606.0,,
1102473,311378,True,2017-10-23 22:58:47+00:00,@115722 thanks for making it impossible to order your service. Didn’t expect this type of ineptitude when I’m trying to give you $$$,1102471,,,
101324,138184,True,2017-12-02 01:58:05+00:00,"@VerizonSupport I don’t know. We only watch on demand on one. We’ve run into trouble with the same (roughly) dozen channels every time this happens. And I’m sent through the same trouble shooting process. Question is, why am I always having trouble",101325,101323.0,,
247856,174904,True,2017-10-05 15:26:47+00:00,"@115722 My app will not stream my recorded shows away from home. Used in app help 5x. Rebooted everything, not working. 2 Days now. :(",247855,,,
514331,238427,True,2017-12-01 23:54:27+00:00,@VerizonSupport I can’t access internet on phone,514333,514330.0,,
2627094,742026,True,2017-10-31 00:27:08+00:00,that time someone signs up for @115722 using your email address...,2627093,,,
2769968,774398,True,2017-11-21 12:35:20+00:00,"@VerizonSupport Yes, but they just resumed. 👍",2769966,2769982.0,,
438345,219142,True,2017-10-10 18:08:40+00:00,@VerizonSupport Yes I did :) Have my PC wired directly to the router with a 50ft Cat5e cable,438347,438344.0,,
2305829,668983,True,2017-10-29 06:27:35+00:00,@115722 Could You Please Consider Adding Hallmark Drama To The Cable Line Up.  Thank You.,2305827,,,
2434504,698587,True,2017-11-14 21:15:35+00:00,"@VerizonSupport 50% of random websites like cnn, stackoverflow etc etc? I already have some support/network trying to fix it controlling my screen. And they couldn't fix it. Then I was promised a technician call or visit.",2434503,2434505.0,,
2291995,665642,True,2017-11-26 16:25:21+00:00,@VerizonSupport The only thing I can do is press info and reset it that’s my only option I did already but keep getting that,2291996,2291994.0,,
1364453,437686,True,2017-10-30 12:15:05+00:00,"@VerizonSupport They replaced the ONT port, but same spd still. Bound/Unbounded traffic was changed recently-ONT no longer as fast.",1364454,1364452.0,,
2816090,785069,True,2017-11-27 04:22:20+00:00,@VerizonSupport Yes. Talked w technical support after 58 minutes of holding. They said there is an outage in my area. There should probably be an efficient way to let your customers know about this stuff...,2816092,2816089.0,,
1417128,449360,True,2017-11-02 03:17:09+00:00,@VerizonSupport Only using the one. Trying to watch the Knick game but at times it was brutal.,1417130,1417126.0,,
902093,334162,True,2017-10-21 00:25:59+00:00,@VerizonSupport I tried unplugging it &amp; plugging it back in.  Is there another method?,902095,902092.0,,
763290,302393,True,2017-10-11 21:18:50+00:00,@VerizonSupport Channel is currently unavailable. Almost half of my channels are doing this &amp; it's impossible to speak w anyone on the phone!,763292,763289.0,,
1733032,523469,True,2017-10-17 23:21:41+00:00,"@VerizonSupport Updated my phone, reset the whole nine, still a no go",1733034,1733030.0,,
388678,207969,True,2017-10-09 14:24:25+00:00,"@VerizonSupport tech support transferred me to sales, and then sales couldn’t answer my tech question. i need a jack moved.","388677,388679",388680.0,,
1656434,505454,True,2017-11-06 03:36:11+00:00,@VerizonSupport Wireless,1656433,1656435.0,,
760076,301603,True,2017-10-11 19:46:12+00:00,@VerizonSupport tried to cancel an appointment for tomorrow 3 times with no luck.  Can't find a damn chat with a live person on contact page,760075,,,
569736,253727,True,2017-12-03 03:11:12+00:00,@VerizonSupport Ok I got it thanks. You the MVP,569735,569737.0,,
2518828,701393,True,2017-11-16 00:54:01+00:00,Still no @115722 @115725 !! Worst service ever!,2518826,,,
1654286,504912,True,2017-11-07 14:48:22+00:00,@VerizonSupport I'm getting the runaround is what's happening. Just putting this out there I am not paying the prorated bill for no service,"1654284,1654290",1654291.0,,
503754,235398,True,2017-12-01 19:56:58+00:00,@235399 @121836 I cut my cable after the election....  Now I'm trying to decide whether I want Comcast or Verizon fios.........,503752,503756.0,,
1830444,549279,True,2017-10-17 17:23:50+00:00,@117310 @115725 can you dick heads get your lives together and give my grandma her novelas back,1830443,,,
688296,284430,True,2017-11-23 14:59:32+00:00,@VerizonSupport North Georgia 30528,688297,688295.0,,
2195807,642450,True,2017-11-10 00:53:12+00:00,"@VerizonSupport I'm located in Washington, DC. Miss Chismosa is my name 🍒",2195806,2195808.0,,
2594876,734766,True,2017-11-17 02:54:05+00:00,@115722 If I make the switch will you break up with Xfinity for me?,2594875,,,
2447897,701685,True,2017-11-15 02:19:29+00:00,"@VerizonSupport The pixels/picture been fading in out sound,freeze frame. The young lady did a test  it worked for 10 minutes.  Been calling ever since 7pm",2447895,2447898.0,,
1237864,410366,True,2017-11-09 03:55:09+00:00,@VerizonSupport Just got a replacement media server. Do I need to replace the power adapter as well or can I use my existing adapter and went back the one that came in the box?,1237865,1237863.0,,
1841451,551850,True,2017-10-18 01:54:19+00:00,@115722 thx fios.  I don't watch to watch my favorite teams season opener even though I pay for the channel. https://t.co/0vsYHwPjsB,1841449,,,
2149849,184159,True,2017-11-08 23:44:08+00:00,@VerizonSupport Like I said where can I find @85219 for NYC?,2149848,2149850.0,,
2565037,727770,True,2017-11-16 18:46:55+00:00,How do ppl deal with call forwarding? @115725 just went up 1400 percent on us. Who do you use?,2565036,,,
860472,324307,True,2017-10-20 17:01:32+00:00,@115722 @324308 3 to 4 hours to call a customer back is un-acceptable. A Manager should have been IMMEDIATELY AVAILABLE to handle my issue.,860470,860473.0,,
1536464,476384,True,2017-10-17 02:31:23+00:00,Well stream is cancelled AGAIN! I'll catch y'all tomorrow hopefully...Its time I'd give a call to @115722 since @119000 is RIP,1536463,,,
413585,213706,True,2017-11-05 19:20:07+00:00,@VerizonSupport Still nothing,413587,413584.0,,
824547,316372,True,2017-10-13 00:08:14+00:00,@115722 now is not the time for f****ing broadcast issues!!!  GO NATS!!  FIX IT!!,824546,,,
2348650,519779,True,2017-11-13 16:39:58+00:00,Just realized I have to be home to supervise repairs all weekend while the @21401 fair is in town. 😭 What are the odds that the Fios guy will arrive and finish on time?,2348648,,,
1469099,186323,True,2017-11-04 14:50:16+00:00,"@VerizonSupport Yeah, your network cratered last night and @115722 said it was because too many people were playing a game. What's going on?",1469097,1469100.0,,
1937921,324580,True,2017-10-18 15:52:52+00:00,@VerizonSupport I need help with bill,1937920,,,
1234480,409551,True,2017-10-25 18:08:18+00:00,@115725 I was on hold over an hour w customer service.  I gave up.,"1234479,1234481",,,
713552,290668,True,2017-10-10 22:44:14+00:00,@VerizonSupport I moved my CableCARD to a new box and it has been a nightmare trying to get help to reactivate new hostID. Any help here?,713551,,,
1283009,401703,True,2017-10-20 02:27:17+00:00,@VerizonSupport Wireless 😩,1283007,1283010.0,,
2849491,792378,True,2017-11-27 18:30:28+00:00,@119000 why is it so impossible to reach a live person. Your service sucks. Think it’s time to switch back to @115722,2849490,,,
933715,341489,True,2017-10-21 16:12:16+00:00,Sick and tired of the antiquated and sketchy billing at @115900 at this point a switch to @115722 is inevitable,"933714,933716",,,
2628520,167938,True,2017-11-17 16:50:33+00:00,@116136 you are out again this is daily and your sevice is shit. FIOS is coming in soon once they do bye....you are the most unreliable service I have ever had. I will not DM you because people need to know.,2628519,,,
1852234,554334,True,2017-10-30 00:19:45+00:00,"@VerizonSupport @115722 internet has been down for 5 hours. Is there an outage in Bergen County, NJ?",1852233,,,
463651,225234,True,2017-12-01 03:22:27+00:00,@115722 will fios ever be available in my neighborhood? Sick of the @115900 monopoly,"463649,463652",,,
568520,247750,True,2017-12-03 02:21:31+00:00,@253397 @115722 @VerizonSupport I am sure it would help. @115722 @VerizonSupport never answered my tweet. I am now wondering on what social listing platform they use,"568519,568521",568522.0,,
1276220,418730,True,2017-11-02 18:37:30+00:00,@comcastcares whelp this just answered my question.good luck getting 3 months of service paid by me.hey @VerizonSupport @115722 ready to switch deals,"1462872,1462873",1276219.0,,
