tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
201125,VerizonSupport,False,2017-10-04 03:37:49+00:00,@163477 Awesome! Please let us know if we can help with any other issues. We're here 24/7 for you. Enjoy Westeros! ^DDD,,201126.0
188184,VerizonSupport,False,2017-10-04 03:47:53+00:00,"@160158 Channels are broadcast on different frequencies. Pixelation may be come from a degraded splitter or cabling. 
^BAB","188185,188186",188182.0
238929,VerizonSupport,False,2017-10-04 03:54:26+00:00,"@172818 Please follow and DM for further assistance. 
^BAB",,238927.0
188187,VerizonSupport,False,2017-10-04 03:55:00+00:00,"@160158 We want to resolve this issue just as much as you. To confirm, were you able to perform the disconnect procedure previously mentioned? ^DDD",188188,188186.0
623858,VerizonSupport,False,2017-10-04 04:38:27+00:00,@163473 What show/episode are you trying to watch? ^DDD,623859,201110.0
201105,VerizonSupport,False,2017-10-04 04:43:55+00:00,@163473 We do not control how they choose to provide their content. Have you attempted to use your Fios login on either their app or website? ^JRA,"201106,201104,201107",201108.0
2044115,VerizonSupport,False,2017-10-04 04:48:00+00:00,@163474 Were you able to use the link to get to an agent so we may verify your info and run some tests to see what the issue might be? ^JRA,,2044116.0
201102,VerizonSupport,False,2017-10-04 04:51:00+00:00,"@163473 Oh no, it's not available with your Fios Credentials with either their app or website? ^JRA","201101,201103",201104.0
201100,VerizonSupport,False,2017-10-04 04:55:00+00:00,"@163473 Have you tried logging into https://t.co/dTRjTlxWnO with your Verizon credentials to see if the episodes are there? 
^BAB",201098,201101.0
201071,VerizonSupport,False,2017-10-04 04:58:26+00:00,"@163471 We do apologize for the inconvenience. Is this for your Verizon home services? 
^BAB",201070,201072.0
201096,VerizonSupport,False,2017-10-04 05:01:52+00:00,"@163473 Is it for all episodes, are any listed as free? ^JRA","201097,201095",201098.0
201069,VerizonSupport,False,2017-10-04 05:03:00+00:00,"@163471 Certainly, please connect to the router via an Enternet cable and run a speed test and https://t.co/yMMRB4VWSM. 
^BAB",201060,201070.0
201121,VerizonSupport,False,2017-10-04 05:06:24+00:00,"@163476 Awesome, thanks for the update! Please let us if it goes down again. ^DDD",,201122.0
201093,VerizonSupport,False,2017-10-04 05:07:28+00:00,"@163473 Is that for the history channel or HBO?
^JRA","201094,201092",201095.0
179049,VerizonSupport,False,2017-10-04 05:09:52+00:00,"@158221 Oh no! Well, we still have a place for you here in the Verizon family. 
^BAB",201116,179047.0
201090,VerizonSupport,False,2017-10-04 05:11:00+00:00,@163473 Thank you. Please follow and DM us so we can collect your On Demand feedback. ^DDD,201091,201092.0
201088,VerizonSupport,False,2017-10-04 05:11:53+00:00,@163472 We haven't gotten any reports. Have you attempted to reboot the modem yet? ^JRA,201087,201089.0
201086,VerizonSupport,False,2017-10-04 05:14:37+00:00,"@163472 Is the WAN light illuminated on the back of the router? 
^BAB",201075,201087.0
201085,VerizonSupport,False,2017-10-04 05:20:53+00:00,@163472 Let us know if you are not part of one so we may investigate further.  ^JRA,,201075.0
201073,VerizonSupport,False,2017-10-04 05:20:53+00:00,"@163472 Understood, have you tried to sign in with your credentials to check for outages at https://t.co/5kcCXz7NKK  ^JRA",201074,201075.0
201058,VerizonSupport,False,2017-10-04 05:22:24+00:00,"@163471 Please post your test results wired and wireless using the link provided.
^NHP",201059,201060.0
201076,VerizonSupport,False,2017-10-04 05:28:25+00:00,"@163472 Is there anything plugged into the white square on the back of the router? 
^BAB",201077,201074.0
188189,VerizonSupport,False,2017-10-04 05:31:26+00:00,@160158 We're glad to hear it is resolved. Did it clear up immediately after the game? ^DDD,188191,188188.0
201056,VerizonSupport,False,2017-10-04 05:31:26+00:00,"@163470 Good morning, What state are you located in?
^NHP",201053,201057.0
201049,VerizonSupport,False,2017-10-04 05:32:52+00:00,@163468 There are some upgrades going on right now. Are all Fios services down in your area? ^DDD,201045,201050.0
201051,VerizonSupport,False,2017-10-04 05:36:29+00:00,"@163470 Thank you, it appears maintenance is currently being performed and is set to complete in a few hours if not sooner. ^JRA",201052,201053.0
201043,VerizonSupport,False,2017-10-04 05:37:28+00:00,"@163468 At this time, there is no announcement pertaining to scheduled maintenance. 
^BAB",201044,201045.0
201078,VerizonSupport,False,2017-10-04 05:37:28+00:00,"@163472 Disconnect the coax cable from the router and reconnect.
^NHP",201079,201077.0
188193,VerizonSupport,False,2017-10-04 05:39:30+00:00,"@160158 The error ""channel unavailable"" would indicate a poor coax/splitter connection causing a weak signal impacting channels.  ^JRA",,188191.0
188192,VerizonSupport,False,2017-10-04 05:40:00+00:00,@160158 This weak signal can impact channels that operate on the same digital frequency causing the tiling issue.  ^JRA,188194,188191.0
201054,VerizonSupport,False,2017-10-04 05:40:26+00:00,"@163470 We apologize for any inconvenience this has caused.
^NHP",201055,201052.0
204118,VerizonSupport,False,2017-10-04 05:42:26+00:00,@164311 Our apologies as we do have maintenance currently being performed and is expected to complete in several hours if not sooner.  ^JRA,204117,204119.0
201046,VerizonSupport,False,2017-10-04 05:43:00+00:00,"@163468 We do apologize for the inconvenience. Notification of scheduled maintenance is safeguarded for security. 
^BAB","201047,201048",201044.0
201061,VerizonSupport,False,2017-10-04 05:43:49+00:00,@163471 Do your wireless devices support gigabit connectivity and are you using the 5g connection? ^JRA,201063,201059.0
628512,VerizonSupport,False,2017-10-04 05:43:49+00:00,@268884 Oh no! Are all Fios services down? ^DDD,628511,628513.0
204120,VerizonSupport,False,2017-10-04 05:44:00+00:00,@164312 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,204121,204122.0
204116,VerizonSupport,False,2017-10-04 05:44:26+00:00,"@164311 You're welcome TJ.
^NHP",,204117.0
201080,VerizonSupport,False,2017-10-04 05:44:54+00:00,@163472 Thank you. Do you have access to your battery backup unit? ^DDD,201081,201079.0
204113,VerizonSupport,False,2017-10-04 05:44:54+00:00,@164310 We'd love to have you! Please let us know if we can assist with switching. ^DDD,,204114.0
201067,VerizonSupport,False,2017-10-04 05:45:00+00:00,"@163471 Are you noticing the lag and ping spikes via a wireless connection? 
^BAB",201068,201062.0
201082,VerizonSupport,False,2017-10-04 05:48:55+00:00,@163472 Our apologies as maintenance is currently being performed and is expected to complete in several hours if not sooner.  ^JRA,201083,201081.0
187673,VerizonSupport,False,2017-10-04 05:50:00+00:00,@160037 Our apologies as we do have maintenance being performed in some areas. Do you have a red internet light on your router? ^JRA,"187674,187672",187675.0
628510,VerizonSupport,False,2017-10-04 05:51:28+00:00,"@268884 Hello, Let's check for outages in your area. Click the link below to get started. ^NHP
https://t.co/h5xFkgxJr8",,628511.0
201084,VerizonSupport,False,2017-10-04 05:51:54+00:00,@163472 You are most welcome and thank your for your patience in the matter.  ^JRA,,201083.0
201117,VerizonSupport,False,2017-10-04 06:00:53+00:00,"@163475 We're always expanding our Fios footprint. You can check for avail and status here.  https://t.co/fWj4XeiXJz 
^BAB",201118,201116.0
201119,VerizonSupport,False,2017-10-04 06:05:29+00:00,"@163475 Please continue to monitor the site for updates. 
^BAB",201120,201118.0
201065,VerizonSupport,False,2017-10-04 06:06:25+00:00,@163471 How are you verifying the latency and ping times. Please provide a screen shot so we have an idea of what you are getting wired. ^JRA,201066,201063.0
187671,VerizonSupport,False,2017-10-04 06:07:00+00:00,"@160037 Has the router been rebooted? 
^BAB",187670,187672.0
204109,VerizonSupport,False,2017-10-04 06:07:25+00:00,"@164308 Oh no, does it still show as a scheduled series? Are there other shows that recorded at the same time? ^JRA","204107,204110",204111.0
187669,VerizonSupport,False,2017-10-04 06:11:29+00:00,@160037 Your area is currently working under a network upgrade maintenance window for a couple of hours. ^NHP,187668,187670.0
204112,VerizonSupport,False,2017-10-04 06:13:26+00:00,"@164308 Okay, Keep us posted.
^NHP",,204110.0
204105,VerizonSupport,False,2017-10-04 06:15:48+00:00,"@164308 We don't want you to miss any of your shows.
^NHP",204106,204107.0
187667,VerizonSupport,False,2017-10-04 06:17:25+00:00,@160037 Disclosing when an area will be down would be a major security issue for some of our customers. ^NHP,187666,187668.0
204108,VerizonSupport,False,2017-10-04 06:18:52+00:00,"@164308 You're welcome.
^NHP",,204106.0
204103,VerizonSupport,False,2017-10-04 06:25:00+00:00,@164307 Our apologies as we do have maintenance currently being performed and is expected to complete in a few hours if not sooner. ^JRA,204102,204104.0
204101,VerizonSupport,False,2017-10-04 06:27:26+00:00,@164307 You are most welcome. Unfortunately they are not posted like outages. ^JRA,,204102.0
201887,VerizonSupport,False,2017-10-04 10:08:54+00:00,@163690 You are most welcome. ^KMG,201888,201889.0
201883,VerizonSupport,False,2017-10-04 11:14:51+00:00,@163689 Are you getting an error when you try to log in? ^KMG,,201884.0
188195,VerizonSupport,False,2017-10-04 11:14:51+00:00,@160158 It shouldn't be selective. Temperature can also have an effect on it because the copper wire will expand and contract with temperatures ^BCW,188196,188194.0
201880,VerizonSupport,False,2017-10-04 11:23:28+00:00,@163688 We do't want you feeling that way.  Was this for your cellular or residential service? ^BCW,"201881,201878",201882.0
201875,VerizonSupport,False,2017-10-04 11:28:52+00:00,@163688 We can help with any Fios troubles that you might be experiencing.  What seems to be going on? ^BCW,"201876,201877",201878.0
201873,VerizonSupport,False,2017-10-04 12:10:27+00:00,"@163687 If we can get you to come into our chat link that we sent, we will be able to assist you there. ^BCW",,201874.0
188675,VerizonSupport,False,2017-10-04 12:46:23+00:00,@160283 Oh no. We didn't want to mess up your DVR recording.  Was it pixelating? ^BCW,188674,188676.0
188673,VerizonSupport,False,2017-10-04 12:50:25+00:00,@160283 Does this occur on live TV?  ^CAR,188672,188674.0
201870,VerizonSupport,False,2017-10-04 12:52:00+00:00,@163686 Let me partner you with our Verizon Wireless team @115990.  They should respond as quickly as possible.  ^CAR,201871,201872.0
201867,VerizonSupport,False,2017-10-04 12:57:55+00:00,@163685 What's going on with your bill? Is this for a cellular or residential account?  ^CAR,201868,201869.0
188197,VerizonSupport,False,2017-10-04 13:03:24+00:00,"@160158 We're not saying that at all.  We want to help get this resolved for you. Is the issue currently happening? 
^BCW",188198,188196.0
197392,VerizonSupport,False,2017-10-04 13:06:00+00:00,@162433 We want to help and to help we would need to know what the problem is. ^KMG,"197393,197394,197391,197395",197396.0
188199,VerizonSupport,False,2017-10-04 13:14:31+00:00,@160158 We would need to check this when the tiling is occurring.  Does this occur on any channels besides sporting events? ^CAR,188200,188198.0
188671,VerizonSupport,False,2017-10-04 13:20:29+00:00,@160283 That's typically going to be caused by a bad coax connection.  Can we get you to reseat the coax cable on the back of the box and test. ^BCW,188670,188672.0
201863,VerizonSupport,False,2017-10-04 13:21:00+00:00,"@163684 Let's take a look at this with you, Courtney.  Is this for your cellular or residential service? ^BCW",201864,201865.0
201866,VerizonSupport,False,2017-10-04 13:23:27+00:00,@163684 We will let @115990 know you need help. ^KMG,,201864.0
188126,VerizonSupport,False,2017-10-04 13:25:25+00:00,"@160142 We'd love to have you, Farah. ^BCW",188125,188127.0
201860,VerizonSupport,False,2017-10-04 13:30:01+00:00,"@163682 Let's get that service back for you, Jon.  Have you already reported this and received a ticket number? ^BCW",,201861.0
189653,VerizonSupport,False,2017-10-04 13:31:00+00:00,"@160482 That's odd.  Can you press menu, then go to customer support, top support tools, and reboot stb. ^CAR",189652,189654.0
201856,VerizonSupport,False,2017-10-04 13:31:30+00:00,"@163681 We can help you setup that new connection, Rahul.  Just follow and DM us and we can help you with that order. ^BCW",201857,201858.0
188124,VerizonSupport,False,2017-10-04 13:32:29+00:00,@160142 You can check for availability at this link.  https://t.co/OfjBBax1hk ^BCW,188123,188125.0
189651,VerizonSupport,False,2017-10-04 13:34:54+00:00,@160482 Perfect.  Just keep us updated.   We're here for you if you need us :) ^BCW,,189652.0
189031,VerizonSupport,False,2017-10-04 13:37:58+00:00,@160355 Oh my!  Let's get you the help that you are looking for.  Is this for your cellular or residential service? ^BCW,189030,189032.0
188122,VerizonSupport,False,2017-10-04 13:39:29+00:00,@160142 We do apologize.  Please try this link. https://t.co/9kjOSSkP6t  ^CAR,188121,188123.0
189033,VerizonSupport,False,2017-10-04 13:40:38+00:00,"@160356 If you power is out, your service will restore once the power comes back on.  ^CAR",,189034.0
189029,VerizonSupport,False,2017-10-04 13:46:49+00:00,@160355 We would want to get this to our team with @115990 so they can assist. ^BCW,,189030.0
188669,VerizonSupport,False,2017-10-04 13:47:53+00:00,@160283 Can you please follow and DM us?  ^CAR,,188670.0
610153,VerizonSupport,False,2017-10-04 13:48:28+00:00,@265060 Come on back :) ^BCW,,610154.0
188120,VerizonSupport,False,2017-10-04 13:49:00+00:00,@160142 You are most welcome! Reach out to us anytime! ^KMG,,188121.0
187979,VerizonSupport,False,2017-10-04 13:51:28+00:00,@160112 We appreciate your feedback on this.  You can get more information at this link.  https://t.co/mrB5Ce2dgv ^BCW,,187980.0
609895,VerizonSupport,False,2017-10-04 14:02:55+00:00,@265002 That's frustrating.  Please follow and DM us.  ^CAR,,609896.0
187967,VerizonSupport,False,2017-10-04 14:12:52+00:00,@160109 You use this link to return equipment. https://t.co/i5E2ypZUVn  ^CAR,187968,187969.0
187665,VerizonSupport,False,2017-10-04 14:14:41+00:00,@160037 We do apologize for doing maintenance.  Has your service been restored? ^CAR,,187666.0
186549,VerizonSupport,False,2017-10-04 14:16:28+00:00,@159875 No need to allow frustrations to build over the phone. We can help you right now! How can we assist? ^DDG,,186550.0
183922,VerizonSupport,False,2017-10-04 14:18:28+00:00,@159265 10 days is far too long Steph! Please follow and DM so we can continue. ^DDG,"183923,183921",183924.0
186162,VerizonSupport,False,2017-10-04 14:23:24+00:00,"@159736 We don't want you to feel that way, what is going on? 
^ACM",,186163.0
608317,VerizonSupport,False,2017-10-04 14:24:24+00:00,@264588 We miss you too!  Did you request updated for Fios to come to you here? https://t.co/w5C5SJbR6F ^ACM,608318,608319.0
183920,VerizonSupport,False,2017-10-04 14:29:28+00:00,"@159265 We want to help, please follow and DM us so we can.
^ACM",,183921.0
213399,VerizonSupport,False,2017-10-04 14:30:55+00:00,@166673 Can you please follow and DM us?  ^CAR,,213400.0
213395,VerizonSupport,False,2017-10-04 14:35:31+00:00,@166671 That's frustrating.  What internet service do you have?  ^CAR,213394,213396.0
213397,VerizonSupport,False,2017-10-04 14:38:27+00:00,@166672 Hey Jose.  You can get an ethernet cable from your nearest electronics store. ^BCW,,213398.0
197390,VerizonSupport,False,2017-10-04 14:39:25+00:00,"@162433 We can help with getting channels added, Warren.  What channels are you looking to add? ^BCW",197387,197391.0
213393,VerizonSupport,False,2017-10-04 14:43:00+00:00,"@166671 Let's figure this out.  Can you run a speed test for us at https://t.co/yMMRB4VWSM
^ACM",,213394.0
213391,VerizonSupport,False,2017-10-04 14:43:00+00:00,@166670 Allow us to take a look Jessie! Please follow and DM so we can continue. ^DDG,,213392.0
187971,VerizonSupport,False,2017-10-04 14:45:00+00:00,@160109 Can you please follow and DM us?  ^CAR,187972,187970.0
197385,VerizonSupport,False,2017-10-04 14:47:53+00:00,"@162433 When did you first get service?
^ACM",197386,197387.0
2045780,VerizonSupport,False,2017-10-04 14:51:28+00:00,@605017 That is great to hear!  We appreciate your feedback.  We can always help here if you need anything as well.  Enjoy your week! ^BCW,,2045781.0
