tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
239546,VerizonSupport,False,2017-09-27 04:15:00+00:00,"@172918 We will be happy to help. What seems to be the problem that you are having?
^TXA",239545,239547.0
1196730,401177,True,2017-09-27 22:32:10+00:00,"@VerizonSupport do you have a 30 day wait to return complaints from a 13 year customer. Bad, very bad attitude of VERIZON. USE Other Carrier",1196728,
1196728,VerizonSupport,False,2017-09-27 22:35:54+00:00,"@401177 Is this for your Verizon residential or Verizon wireless mobile?
^ADP",1196729,1196730.0
239545,172918,True,2017-09-28 02:33:05+00:00,@VerizonSupport We only have cable on 1 TV so #yes it's happening on all of our tvs 📺,239544,239546.0
239544,VerizonSupport,False,2017-09-28 02:37:29+00:00,@172918 What happens when you try to watch the channel? ^DDD,239542,239545.0
773459,304761,True,2017-09-28 13:44:54+00:00,"@VerizonSupport Dear Sir/Madam ,i would like to contact the HR Department of Verizon Wireless for reference check on a former colleague pls😀",773457,
773457,VerizonSupport,False,2017-09-28 13:49:31+00:00,"@304761 Let’s get you over to our partner’s @115990 and they will assist you with your wireless concerns.
^TDC",773458,773459.0
360489,201376,True,2017-09-28 21:05:57+00:00,@115722 Not as far as I'm aware and the DVR box is a few years old,360488,360490.0
360488,VerizonSupport,False,2017-09-28 21:10:00+00:00,@201376 Is this happening on all shows you set up? ^RMD,360487,360489.0
360487,201376,True,2017-09-28 23:44:24+00:00,@VerizonSupport Only started doing this on Tuesday,360486,360488.0
360486,VerizonSupport,False,2017-09-28 23:48:26+00:00,"@201376 Gotcha, is it no matter what you attempt to record or just specific shows? ^RMD",360485,360487.0
360485,201376,True,2017-09-29 01:08:48+00:00,@VerizonSupport It is whenever I select DVR on the pull down menu,360484,360486.0
360484,VerizonSupport,False,2017-09-29 01:13:53+00:00,@201376 Could you delete and reinstall the app if you are at home and let us know if this issue clears please. ^RMD,360483,360485.0
365855,202671,True,2017-09-29 01:55:11+00:00,@VerizonSupport Help! My dvr takes several minutes to respond if I fast forward or rewind. See video. https://t.co/klfwkNjTSe,365854,
365854,VerizonSupport,False,2017-09-29 01:59:31+00:00,@202671 Does it do the same when using other remotes or the remote with the Fios mobile app? ^JRA,365853,365855.0
365853,202671,True,2017-09-29 02:14:06+00:00,@VerizonSupport I’ve noticed it on other units in my house. I didn’t try to app.,365852,365854.0
365852,VerizonSupport,False,2017-09-29 02:19:00+00:00,"@202671 Do you have another remote that you can try?
^TXA",365851,365853.0
257662,177284,True,2017-09-29 02:23:37+00:00,When you forgot to set your DVR but it remembers to record #HTGAWM. Good looks @115722 https://t.co/csL5swRX1y,257657,
257657,VerizonSupport,False,2017-09-29 05:17:52+00:00,@177284 @177285 We try. If you ever do need support we will be here for you 24x7. ^JRA,"257658,257659,257660,257661",257662.0
423735,215878,True,2017-09-29 07:15:51+00:00,@116136 So glad I switched off of your terrible service to FiOS. Best decision I've ever made. DO NOT BUY COMCAST.,423734,423736.0
423734,VerizonSupport,False,2017-09-29 07:18:53+00:00,"@215878 We are happy to have you with us. 
^TXA",423733,423735.0
360483,201376,True,2017-09-29 17:08:51+00:00,@VerizonSupport Done but still the same issue,360482,360484.0
360482,VerizonSupport,False,2017-09-29 17:13:00+00:00,@201376 Let's get that box to re-register with our network.  Can you reboot the router and the DVR for us by unplugging the power? ^BCW,360481,360483.0
360481,201376,True,2017-09-29 17:22:11+00:00,@VerizonSupport Will have to do that later. Just left home for a meeting,360480,360482.0
360480,VerizonSupport,False,2017-09-29 17:24:32+00:00,"@201376 No problem. Keep us posted.
^JAY",360478,360481.0
423733,215876,True,2017-09-30 14:48:47+00:00,@VerizonSupport @215878 Wish you'd come to our condo,423731,423734.0
423731,VerizonSupport,False,2017-09-30 14:50:50+00:00,"@215876 We're always expanding our Fios footprint. You can check for avail and status here.  https://t.co/19cJ6VLKJ4 
^JAY",423732,423733.0
365851,202671,True,2017-10-01 21:10:58+00:00,"@VerizonSupport Same problem with different remote on this STB. On all other STBs, there is a 20s seat when accessing the main dvr.",365850,365852.0
365850,VerizonSupport,False,2017-10-01 21:17:30+00:00,@202671 Have you already had a chance to reboot that DVR box? ^RMD,365849,365851.0
365849,202671,True,2017-10-01 21:33:36+00:00,@VerizonSupport Yep. Full power cycle.,365848,365850.0
365848,VerizonSupport,False,2017-10-01 21:35:28+00:00,"@202671 Try this on the TV, Go to Menu&gt; Customer Support&gt; Top Support Tools&gt; Fix Fios TV Issues. Then try again. Let us know if that helps.

^TNT",365847,365849.0
365847,202671,True,2017-10-01 22:25:01+00:00,@VerizonSupport It’s been stuck here for 5m. Is something supposed to happen? https://t.co/Cupy0mI2Wd,365846,365848.0
365846,VerizonSupport,False,2017-10-01 22:27:29+00:00,"@202671 Does it respond to any button on your remote?
^TNT",365845,365847.0
236137,172241,True,2017-10-02 00:15:40+00:00,Found out @115725 is charging $20 less a month for internet than I’m currently paying to them and they refuse to change my plan.,236136,
236136,VerizonSupport,False,2017-10-02 00:17:28+00:00,@172241 We'd like to assist. Please follow and DM us at your convenience. ^DDD,236135,236137.0
236135,172241,True,2017-10-02 00:19:06+00:00,@VerizonSupport This seems silly when I already contacted support. You’d rather lose a customer than lower my price because “it’s only for new customers.”,236134,236136.0
236134,VerizonSupport,False,2017-10-02 00:21:00+00:00,"@172241 Hi Brandon, in order to get the new customer discount you would need to be a new customer. We have discounts for customers that renew.
^FEM",236133,236135.0
359486,201136,True,2017-10-02 11:53:54+00:00,"@115722 only support # on Verizon goes to VZ Wireless, can't select FiOS... 2- support hrs 7AM, it's 8AM &amp; auto-attendant hangs up?",359484,
359484,VerizonSupport,False,2017-10-02 11:57:00+00:00,"@201136 We can help you here. What is going on with your Fios service?
^ADP",359485,359486.0
410485,212913,True,2017-10-02 14:53:36+00:00,@207389 @115722 customers have to be inconvenienced. We lost the @116429  some time ago and now the local channels. @115900  may now get me back,410482,410487.0
410482,VerizonSupport,False,2017-10-02 14:56:26+00:00,"@212913 Thank you for the feedback, please use our link to receive updates. https://t.co/wRDjTkPjOQ  ^CAR","410483,410484",410485.0
239542,172918,True,2017-10-03 01:57:08+00:00,@VerizonSupport It says the channel is not authorized.,239539,239544.0
239539,VerizonSupport,False,2017-10-03 02:01:00+00:00,"@172918 Do you get Not subscribed or currently unavailable?
^FEM","239540,239541",239542.0
258690,177526,True,2017-10-03 17:03:12+00:00,@115722 3 times I've tried to call and upgrade my service - each time someone said they'd call back and never did. Help? Thanks.,258689,
258689,VerizonSupport,False,2017-10-03 17:06:30+00:00,@177526 Wow!  We can assist you here.  Is this for a residential or wireless account?  ^CAR,258688,258690.0
201891,163690,True,2017-10-03 19:03:07+00:00,"@115990 @VerizonSupport Hi. I sent the question to Verizon Support, re FIOS. Did they send it to you? My question has to do with cable, not wireless",201890,201892.0
201890,VerizonSupport,False,2017-10-03 19:08:00+00:00,"@163690 We see the question now. Yes, we need it to do a credit check when establishing service. ^KMG",201889,201891.0
238071,172654,True,2017-10-03 21:24:45+00:00,@VerizonSupport I have lost 4 channels since signing my contract with verizon.  The Accu Weather Channel is terrible. WBOC now gone.,238069,
238069,VerizonSupport,False,2017-10-03 21:27:23+00:00,"@172654 We are making channels to our lineup and will be adding more channels in the very, very near future.
^JAY",238070,238071.0
238933,172818,True,2017-10-03 22:09:18+00:00,"so @VerizonSupport my 86 yr old grandma had a problem with her home phone and got charged $110, tried to call cust serv but they only want $",238932,
238932,VerizonSupport,False,2017-10-03 22:12:00+00:00,"@172818 What's the issue with the phone, did it require a technician to come out?
^JAY",238931,238933.0
238931,172818,True,2017-10-03 22:15:23+00:00,"@VerizonSupport no, phone started working without anyone having to come",238930,238932.0
238930,VerizonSupport,False,2017-10-03 22:20:52+00:00,"@172818 Did they explain what the charges were for?
^JAY",238928,238931.0
238928,172818,True,2017-10-03 22:27:11+00:00,@VerizonSupport no it just says activities,238926,238930.0
238926,VerizonSupport,False,2017-10-03 22:32:00+00:00,"@172818 Are you viewing this online? Can you post a pic so we can view it here.
^JAY",238927,238928.0
213404,166673,True,2017-10-03 23:57:29+00:00,"Dear @115722: When you put out RFP for the next set-top box, pls omit the spec that it legally qualify as an instrument of torture. Thx",213403,
213403,VerizonSupport,False,2017-10-04 00:07:50+00:00,"@166673 What issue are you having with the STBs that is making you feel this way? Let us know, we want to help. ^JRA",213402,213404.0
213402,166673,True,2017-10-04 00:37:20+00:00,"@VerizonSupport Locks up constantly, in different ways. Takes too long to load DVR menu. DVR scheduling takes forever. Delays responding to remote commands.",213401,213403.0
213401,VerizonSupport,False,2017-10-04 00:41:25+00:00,"@166673 When did this start?
^JAY",213400,213402.0
258688,177526,True,2017-10-04 01:16:45+00:00,@VerizonSupport No luck so far. @115725 social media rep was nice but can't do anything - just having a sales rep contact me within 48 hours.,258686,258689.0
258686,VerizonSupport,False,2017-10-04 01:22:27+00:00,"@177526 Our Agent will take good care of you.
^NHP",258687,258688.0
201886,163689,True,2017-10-04 01:26:08+00:00,"@VerizonSupport 
Cannot log into https://t.co/28DyKmSRmu or mobile apps",201885,
197398,162433,True,2017-10-04 01:26:39+00:00,@115722 TV is a deceptive criminal enterprise. #ripoff,197397,
188253,160171,True,2017-10-04 01:27:14+00:00,"@VerizonSupport hey is there an outage in Germantown, MD?",188252,
201885,VerizonSupport,False,2017-10-04 01:36:25+00:00,"@163689 To clarify, are you having an issue with Fios or Wirless (mobile) service? ^DDD",201884,201886.0
188252,VerizonSupport,False,2017-10-04 01:37:54+00:00,@160171 Let's investigate! Are all Fios services down? ^DDD,188251,188253.0
197397,VerizonSupport,False,2017-10-04 01:38:31+00:00,"@162433 Oh no, what is making you feel this way? Let us know, we are here to help. ^JRA",197396,197398.0
188251,160171,True,2017-10-04 01:41:23+00:00,@VerizonSupport No internet access atm,188250,188252.0
188250,VerizonSupport,False,2017-10-04 01:46:00+00:00,"@160171 What color are the lights on the router?
^JAY",188249,188251.0
188249,160171,True,2017-10-04 01:52:33+00:00,@VerizonSupport Red. I restarted it. The cable connections are fine,188248,188250.0
188248,VerizonSupport,False,2017-10-04 01:55:32+00:00,@160171 Thank you. Do you have access to your battery backup unit? ^DDD,188247,188249.0
188247,160171,True,2017-10-04 01:56:53+00:00,@VerizonSupport Yes,188246,188248.0
188246,VerizonSupport,False,2017-10-04 02:02:29+00:00,"@160171 On your battery back up press and hold the alarm silence button/Reset button for 30 seconds. Wait 5 minutes, reset the router. ^NHP",188245,188247.0
188245,160171,True,2017-10-04 02:15:12+00:00,@VerizonSupport Thanks. 🖖🖖,188244,188246.0
188244,VerizonSupport,False,2017-10-04 02:17:28+00:00,"@160171 No problem. Thanks for reaching out to us.
^JAY",,188245.0
2042586,604010,True,2017-10-04 02:18:36+00:00,@VerizonSupport been on the phone for an hour and 10 minutes paid my bill at 3pm this afternoon still no service = total incompetence #makesnosense,2042585,
2042426,603959,True,2017-10-04 02:20:22+00:00,LIKE IT WOULD BE NICE IF I COULD GET MY HW DONE. THX VERIZON 🖕🏼,2042425,2042427.0
188240,160168,True,2017-10-04 02:22:22+00:00,@VerizonSupport y’all customer service is terrible. Never will I ever recommend this to anyone.,188239,
201128,163477,True,2017-10-04 02:24:32+00:00,@115722 On Demand issue! The show (GoT) looks/sounds like a bad VHS/DVD. It's like that for every episode. Non-Thrones shows are fine,201127,
2042585,VerizonSupport,False,2017-10-04 02:24:54+00:00,"@604010 Our apologies, were the services suspended prior to the payment being made, and was the required amount paid on the date due? ^JRA",,2042586.0
188239,VerizonSupport,False,2017-10-04 02:24:54+00:00,@160168 Oh no! What issue are you having? We'd like to help. ^DDD,188238,188240.0
2042425,VerizonSupport,False,2017-10-04 02:25:55+00:00,"@603959 Our apologies, do you happen to have Fios or DSL with us and is the intenet light red on the router after rebooting it? ^JRA",,2042426.0
201127,VerizonSupport,False,2017-10-04 02:26:56+00:00,@163477 Let's work on your GoT issue! Have you already tried rebooting both your router and Set Top Box? ^DDD,201126,201128.0
188238,160168,True,2017-10-04 02:27:36+00:00,@VerizonSupport No need for that. I was on the phone with multiple representatives and that did not help not one bit. Comcast is the move.,188237,188239.0
188242,160169,True,2017-10-04 02:28:39+00:00,@160170 FIOS! best service!,188241,188243.0
188241,VerizonSupport,False,2017-10-04 02:29:57+00:00,"@160169 We're happy to hear that you are enjoying your Verizon experience. 
^BAB",,188242.0
188237,VerizonSupport,False,2017-10-04 02:30:30+00:00,@160168 We don't want to see you go and are here to assist. Let us know what is making you want to do this as we want to help. ^JRA,,188238.0
188234,160166,True,2017-10-04 02:32:16+00:00,@115725 In order to make my slow speed internet faster you want to charge me a one-time $150 upgrade fee?! FU! You should be embarrassed!,188233,
188236,160167,True,2017-10-04 02:32:44+00:00,"@115722 Would you please get your act together!
Three times tonight the box has ""updated"" and I lost the Yankee game. #FiosFail!",188235,
188235,VerizonSupport,False,2017-10-04 02:34:30+00:00,@160167 That certainly is odd for it to do it three times in one night! Please follow and DM us so we can discuss further. ^DDD,,188236.0
188228,160164,True,2017-10-04 02:34:52+00:00,@115722 @160165 So your fix is to have everyone uninstall and  reinstall? How about you fix it?,188227,188229.0
188233,VerizonSupport,False,2017-10-04 02:35:27+00:00,"@160166 Oh no! Is this for your Verizon home service? 
^BAB",188232,188234.0
188232,160166,True,2017-10-04 02:36:52+00:00,@VerizonSupport Home,188231,188233.0
188231,VerizonSupport,False,2017-10-04 02:38:52+00:00,@160166 Let's investigate this! Please follow and DM us at your convenience. ^DDD,,188232.0
188227,VerizonSupport,False,2017-10-04 02:39:26+00:00,"@160164 That's not how we want you to feel. How may we assist? 
^BAB",,188228.0
188226,160163,True,2017-10-04 02:40:29+00:00,"@115725 can't even stream Netflix now thanks to your changes! Went from loving this company to hating them. If you don't have Verizon, run. https://t.co/6O4J2t03z8",188225,
188225,VerizonSupport,False,2017-10-04 02:44:28+00:00,@160163 Oh no! Are you having an issue with Fios or Wireless (Mobile) service? ^DDD,188224,188226.0
188222,160162,True,2017-10-04 02:51:17+00:00,@VerizonSupport can you DM me about my account,188221,
188224,160163,True,2017-10-04 02:52:02+00:00,@VerizonSupport Your hotspot check your dms I've already heard from support  it's just the run around since you started screwing customers who got unlimited,188223,188225.0
188223,VerizonSupport,False,2017-10-04 02:53:28+00:00,@160163 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,,188224.0
188221,VerizonSupport,False,2017-10-04 02:54:53+00:00,"@160162 Sure, please follow and DM us at your convenience. ^DDD",,188222.0
188219,160160,True,2017-10-04 03:12:43+00:00,@160161 I would say Verizon because the service might be worse than the wait.,188218,188220.0
188206,160158,True,2017-10-04 03:14:33+00:00,@115722 ESPN and ppv only,"188205,188207",188208.0
188216,160157,True,2017-10-04 03:15:07+00:00,@115722 I keep getting an error message when I try to log in on the computer and the app,188214,
188218,VerizonSupport,False,2017-10-04 03:15:26+00:00,"@160160 Oh my! That's not how we want you to feel. It would be our pleasure to rectify any concerns you may have.
^BAB",,188219.0
188207,VerizonSupport,False,2017-10-04 03:19:26+00:00,@160158 Thank you. Have you already tried disconnecting the power and coax cables from the box and wall jack? ^DDD,188217,188206.0
188179,160157,True,2017-10-04 03:19:48+00:00,@VerizonSupport I keep getting an error message when trying to log onto fios https://t.co/M14lzh3uKH,188178,
188205,VerizonSupport,False,2017-10-04 03:19:52+00:00,@160158 We want to make sure the needle wires are straight on both ends before reconnecting. ^DDD,188183,188206.0
188214,VerizonSupport,False,2017-10-04 03:20:26+00:00,@160157 Oh no! Which app are you having trouble with? ^DDD,188215,188216.0
188213,160159,True,2017-10-04 03:21:48+00:00,"@verizonsupport Help! Test 10/3/2017, 11:12:46 PM
Download Speed  0.59 Mbps 73.8 KB/sec
Upload Speed  0.06 Mbps 7.5 KB/sec
Latency  180 ms",188212,
188183,160158,True,2017-10-04 03:24:03+00:00,@VerizonSupport Needle wires? You mean the quad shield RG-6 that worked perfectly with direct tv when I installed it? Yes! It's fine!,188180,188205.0
188212,VerizonSupport,False,2017-10-04 03:24:27+00:00,"@160159 Certainly, is the speed test being conducted via an Ethernet connected device?
^BAB",,188213.0
188178,VerizonSupport,False,2017-10-04 03:25:54+00:00,"@160157 Hi Alexis, Have you tried uninstalling and reinstalling the app?
^NHP",188177,188179.0
188177,160157,True,2017-10-04 03:26:16+00:00,@VerizonSupport Yes and I’m getting the same error code,188176,188178.0
188180,VerizonSupport,False,2017-10-04 03:28:29+00:00,"@160158 We do understand the frustration but the signal-to-noise ratio associated with direct TV may differ from the current services.
^BAB","188181,188182",188183.0
188176,VerizonSupport,False,2017-10-04 03:32:25+00:00,"@160157 Thank you. Have you tried uninstalling the app, rebooting your device, then re-installing the app? ^DDD",,188177.0
201126,163477,True,2017-10-04 03:36:12+00:00,"@VerizonSupport Router reset didn't work, but the box reset did. Thank you!",201125,201127.0
201125,VerizonSupport,False,2017-10-04 03:37:49+00:00,@163477 Awesome! Please let us know if we can help with any other issues. We're here 24/7 for you. Enjoy Westeros! ^DDD,,201126.0
188182,160158,True,2017-10-04 03:40:34+00:00,"@VerizonSupport Right, please go on... explain signal to noise ratio when every other channel works. I'll wait...",188184,188180.0
188184,VerizonSupport,False,2017-10-04 03:47:53+00:00,"@160158 Channels are broadcast on different frequencies. Pixelation may be come from a degraded splitter or cabling. 
^BAB","188185,188186",188182.0
188186,160158,True,2017-10-04 03:50:39+00:00,"@VerizonSupport So when I was watching espn for the last few weeks and it was fine, my splitter was good.",188187,188184.0
238927,172818,True,2017-10-04 03:52:03+00:00,"@VerizonSupport im not posting her bill on twitter, that is just dumb. I can send it to you",238929,238926.0
238929,VerizonSupport,False,2017-10-04 03:54:26+00:00,"@172818 Please follow and DM for further assistance. 
^BAB",,238927.0
188187,VerizonSupport,False,2017-10-04 03:55:00+00:00,"@160158 We want to resolve this issue just as much as you. To confirm, were you able to perform the disconnect procedure previously mentioned? ^DDD",188188,188186.0
201110,163473,True,2017-10-04 04:37:10+00:00,@115722 why the hell am I paying for HBO? When you want money for certain episodes of a series on HBO! I'm going to Comcast this is BS.,623858,201109.0
623858,VerizonSupport,False,2017-10-04 04:38:27+00:00,@163473 What show/episode are you trying to watch? ^DDD,623859,201110.0
201108,163473,True,2017-10-04 04:38:36+00:00,@115722 WTF why am I paying for HBO? When you want money for certain episodes of a series on HBO! I'm going to Comcast this is Bullshit,201105,201109.0
201105,VerizonSupport,False,2017-10-04 04:43:55+00:00,@163473 We do not control how they choose to provide their content. Have you attempted to use your Fios login on either their app or website? ^JRA,"201106,201104,201107",201108.0
2044116,163474,True,2017-10-04 04:44:27+00:00,@115722 the top box is not connecting to the Server but I have to get charged for a tech to come take a look?!?!?,2044115,
2044115,VerizonSupport,False,2017-10-04 04:48:00+00:00,@163474 Were you able to use the link to get to an agent so we may verify your info and run some tests to see what the issue might be? ^JRA,,2044116.0
201104,163473,True,2017-10-04 04:49:04+00:00,@VerizonSupport you buy those channels for a price. Which I did. I gave you money to have all content. Well it's not there,201102,201105.0
201102,VerizonSupport,False,2017-10-04 04:51:00+00:00,"@163473 Oh no, it's not available with your Fios Credentials with either their app or website? ^JRA","201101,201103",201104.0
201101,163473,True,2017-10-04 04:52:11+00:00,@VerizonSupport I didn't give my credentials,201100,201102.0
201100,VerizonSupport,False,2017-10-04 04:55:00+00:00,"@163473 Have you tried logging into https://t.co/dTRjTlxWnO with your Verizon credentials to see if the episodes are there? 
^BAB",201098,201101.0
201072,163471,True,2017-10-04 04:55:34+00:00,@115725 You guys literally have the worst internet Ive ever use dinmy entire fucking life,201071,
201071,VerizonSupport,False,2017-10-04 04:58:26+00:00,"@163471 We do apologize for the inconvenience. Is this for your Verizon home services? 
^BAB",201070,201072.0
201098,163473,True,2017-10-04 04:58:43+00:00,@VerizonSupport no now I'm checking everything else and even the history channel one demand wants money for episodes,"201099,201096",201100.0
201070,163471,True,2017-10-04 05:00:33+00:00,"@VerizonSupport Yes it is, and apparently it's supposed to be the gigabit connection",201069,201071.0
201096,VerizonSupport,False,2017-10-04 05:01:52+00:00,"@163473 Is it for all episodes, are any listed as free? ^JRA","201097,201095",201098.0
